,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
4026,1,0,1,1,71,1,2,1,2,2,2,2,2,2,2,1,1,1532,6461,0
4027,0,0,1,0,19,0,1,0,0,0,0,0,0,0,0,1,2,81,1568,1
4028,1,0,0,0,62,1,0,1,2,2,2,2,2,2,2,0,1,1453,6219,0
4029,0,0,0,0,55,0,1,0,2,2,2,2,0,0,2,0,0,306,4095,0
4030,0,0,0,1,4,1,0,0,0,0,0,2,0,0,0,1,3,396,1101,0
4031,0,0,1,0,71,1,2,1,0,2,2,2,2,2,2,1,0,1476,6445,0
4032,1,1,1,1,67,1,2,1,0,2,2,0,0,0,0,1,2,987,5690,0
4033,1,0,1,1,66,1,0,0,2,2,0,2,0,0,1,0,3,543,4890,0
4034,1,0,1,1,7,1,0,0,0,0,0,0,0,0,0,0,0,298,1314,0
4035,1,0,1,1,51,1,2,1,0,2,0,2,0,2,0,1,0,1152,5209,0
4036,0,0,1,1,17,1,0,2,1,1,1,1,1,1,0,1,3,34,1382,0
4037,0,0,1,1,58,1,2,2,1,1,1,1,1,1,2,0,3,101,3248,0
4038,0,0,0,0,59,1,0,2,1,1,1,1,1,1,2,0,3,41,2608,0
4039,1,0,0,0,6,1,2,1,0,0,0,0,2,2,0,1,2,1169,1975,0
4040,1,0,1,1,58,0,1,0,2,0,2,0,0,0,1,0,3,186,3694,0
4041,1,0,0,0,45,0,1,0,2,0,2,2,2,2,2,1,0,557,4287,0
4042,1,0,0,0,4,1,0,0,0,2,0,0,0,0,0,1,2,403,1038,0
4043,1,1,1,0,58,0,1,0,2,0,2,2,2,2,2,1,1,608,4832,0
4044,0,0,1,0,69,1,2,0,0,2,2,2,2,2,2,1,0,990,5796,0
4045,0,0,0,0,13,1,0,1,0,0,0,0,0,0,0,1,1,734,2326,1
4046,0,0,0,0,43,1,2,0,0,0,0,0,0,0,0,1,3,379,3806,0
4047,0,0,1,0,63,1,2,1,2,0,2,0,2,0,2,1,1,1179,5810,0
4048,0,0,1,1,57,0,1,0,2,0,2,2,2,2,2,0,3,537,4699,0
4049,0,1,1,0,45,1,2,1,0,0,0,2,2,2,1,0,2,1285,5269,0
4050,1,1,1,0,57,1,2,1,0,2,0,0,2,2,0,1,2,1259,5741,0
4051,0,0,1,0,71,1,2,1,0,2,0,0,2,2,2,1,1,1235,6160,0
4052,0,1,0,0,29,0,1,0,0,0,2,0,2,0,0,1,2,248,2722,1
4053,1,1,0,0,10,1,2,0,2,2,0,0,0,0,0,0,0,547,1902,0
4054,0,1,0,0,33,0,1,0,0,2,2,0,2,2,0,1,2,483,3490,0
4055,1,0,0,0,53,0,1,0,2,2,0,0,0,2,2,0,0,328,4011,0
4056,0,0,0,0,2,0,1,0,0,2,0,0,2,2,0,1,2,388,691,1
4057,0,0,1,1,71,1,2,2,1,1,1,1,1,1,2,0,3,90,3592,0
4058,0,0,1,1,39,1,2,1,0,0,2,2,0,0,0,1,2,991,4529,1
4059,0,0,1,1,1,1,0,0,0,0,0,0,2,2,0,0,3,641,610,1
4060,1,0,1,1,53,1,2,0,0,0,2,0,0,2,2,0,1,597,4579,0
4061,0,0,0,0,13,1,0,0,2,0,0,0,0,0,0,0,0,378,1987,0
4062,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,724,306,1
4063,0,0,0,0,9,1,2,1,0,2,2,0,0,2,0,1,2,1184,2399,1
4064,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,2,379,192,0
4065,1,0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,24,17,1
4066,1,0,0,0,55,1,2,0,2,2,0,2,0,0,1,1,0,620,4723,0
4067,0,0,1,0,67,1,0,0,2,2,0,2,2,2,2,1,0,891,5613,0
4068,0,0,1,1,13,1,0,2,1,1,1,1,1,1,1,1,3,19,1067,0
4069,1,0,1,1,67,1,0,1,2,0,0,2,2,2,2,1,2,1271,6086,0
4070,1,1,1,0,54,1,2,1,0,0,0,0,0,0,0,1,2,786,4924,0
4071,0,0,0,0,15,0,1,0,2,0,0,0,2,0,0,1,2,224,1905,0
4072,1,1,0,0,8,1,0,1,0,0,0,0,0,2,0,1,2,890,2007,0
4073,1,0,1,1,13,1,0,0,2,2,0,0,2,0,0,1,2,636,2375,1
4074,1,1,1,0,57,1,2,1,0,0,2,0,2,2,0,1,2,1255,5754,1
4075,1,0,0,0,52,0,1,0,2,2,0,0,0,2,0,1,0,330,4084,0
4076,1,0,1,0,69,1,2,1,2,2,2,0,2,0,2,1,1,1267,6184,0
4077,0,1,1,1,13,1,2,1,0,0,0,0,2,2,0,1,2,1203,2988,0
4078,1,0,1,1,21,1,0,0,2,0,2,2,2,0,1,1,0,668,3260,1
4079,0,0,1,0,9,1,2,1,2,0,0,0,0,0,0,1,1,862,2079,0
4080,0,0,1,1,28,1,2,2,1,1,1,1,1,1,2,0,3,114,1961,0
4081,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,706,288,1
4082,1,0,1,0,48,1,2,0,2,0,2,2,2,2,1,0,2,981,4928,1
4083,0,1,1,0,67,1,2,1,0,2,0,0,2,2,0,1,2,1284,6153,1
4084,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,2,860,370,1
4085,0,0,0,0,29,0,1,0,0,0,0,2,0,2,1,1,1,249,2743,0
4086,0,0,1,0,71,1,2,0,2,2,2,2,2,0,2,0,1,883,5558,0
4087,0,0,0,0,9,1,0,2,1,1,1,1,1,1,0,1,3,47,996,0
4088,1,0,0,0,6,1,2,1,0,0,0,0,0,0,0,0,2,778,1636,1
4089,0,0,0,0,8,1,2,1,0,0,0,0,0,0,0,1,2,801,1982,1
4090,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,3,374,188,0
4091,0,0,0,0,19,1,2,0,0,2,0,2,0,2,0,1,1,692,3015,0
4092,0,0,0,0,0,1,0,2,1,1,1,1,1,1,0,1,3,34,27,0
4093,0,0,0,0,28,1,2,1,0,0,0,0,0,0,0,1,1,826,3866,0
4094,1,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,2,786,334,0
4095,1,0,0,0,2,1,0,1,2,0,0,2,0,0,0,1,3,943,877,0
4096,0,0,0,0,19,1,0,1,2,0,2,0,2,0,0,1,0,1080,3604,0
4097,1,0,0,1,63,1,0,1,0,2,0,2,2,2,0,1,1,1263,5911,0
4098,1,0,0,0,0,1,0,2,1,1,1,1,1,1,0,1,3,33,26,1
4099,0,0,0,0,5,0,1,0,2,0,0,0,0,0,0,0,0,135,716,0
4100,1,0,1,0,49,1,0,2,1,1,1,1,1,1,2,0,2,25,2483,0
4101,1,0,0,0,5,1,0,0,2,0,0,0,0,2,0,1,0,526,1242,0
4102,1,0,1,1,6,1,0,0,0,0,0,0,0,0,0,0,2,300,1234,0
4103,1,0,1,1,71,1,2,1,0,0,2,0,0,2,2,1,1,1108,6038,0
4104,1,0,1,0,7,1,0,0,0,2,0,0,0,0,0,1,0,367,1365,0
4105,0,0,1,1,66,1,2,1,2,0,0,2,2,2,2,0,1,1408,6207,0
4106,0,1,1,0,23,1,2,1,0,0,0,0,2,2,0,1,2,1158,3897,1
4107,0,0,1,0,71,1,2,1,2,2,0,0,0,2,2,1,1,1176,6178,0
4108,1,0,1,1,32,1,0,2,1,1,1,1,1,1,1,1,0,18,1795,0
4109,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2,93,234,1
4110,1,0,1,0,69,1,0,0,2,2,0,2,0,2,2,0,3,675,5218,0
4111,0,0,0,0,21,1,0,0,0,2,2,0,2,0,1,0,0,632,3137,0
4112,0,0,0,0,58,1,2,1,2,2,2,0,0,2,0,1,0,1269,5666,0
4113,1,0,0,0,35,1,0,2,1,1,1,1,1,1,1,1,1,36,1966,0
4114,0,0,1,1,50,1,0,2,1,1,1,1,1,1,2,0,3,28,2509,0
4115,1,0,1,0,52,1,2,0,2,0,2,2,2,0,1,0,0,850,4984,0
4116,0,0,1,1,19,1,0,2,1,1,1,1,1,1,1,0,0,23,1368,0
4117,1,0,1,0,62,1,0,1,2,0,2,0,2,2,2,0,1,1274,5966,0
4118,0,0,0,0,39,1,0,1,0,2,0,0,0,0,0,0,1,802,4332,0
4119,1,0,0,0,34,1,0,2,1,1,1,1,1,1,1,1,3,12,1859,0
4120,1,0,1,1,25,1,0,1,0,0,0,0,0,2,1,0,0,878,3742,0
4121,1,1,1,0,26,1,2,1,0,2,2,0,0,2,0,1,2,1198,4060,1
4122,1,0,0,1,52,1,0,0,2,2,0,2,0,0,1,0,1,591,4589,0
4123,1,1,1,0,33,1,0,1,0,0,0,0,0,0,0,0,1,744,4008,0
4124,0,1,1,0,18,1,2,1,0,0,0,0,2,2,0,1,2,1186,3485,0
4125,1,0,1,0,42,1,0,1,2,2,2,0,0,0,0,1,1,1016,4665,0
4126,1,0,1,1,5,1,0,2,1,1,1,1,1,1,0,0,3,20,582,0
4127,1,0,0,1,55,1,2,2,1,1,1,1,1,1,2,1,3,88,3111,0
4128,1,0,0,0,56,0,1,0,0,2,0,0,2,0,0,1,2,230,3795,1
4129,1,0,1,1,33,1,0,1,0,0,2,0,2,0,0,1,3,975,4298,0
4130,0,0,0,0,9,0,1,0,0,2,0,2,0,0,0,0,2,211,1329,0
4131,0,0,0,0,0,1,0,2,1,1,1,1,1,1,0,1,3,34,27,1
4132,0,0,0,0,12,0,1,0,0,0,0,0,0,0,0,1,2,70,1142,1
4133,1,0,0,0,55,1,2,1,0,2,0,0,2,2,0,0,2,1253,5640,0
4134,0,0,1,0,54,1,2,1,0,2,2,0,2,2,0,1,1,1347,5686,0
4135,0,0,1,1,35,1,2,0,2,2,2,2,2,2,2,1,1,1146,4571,0
4136,1,0,1,0,46,1,0,2,1,1,1,1,1,1,1,0,0,27,2382,0
4137,0,0,1,1,11,1,0,2,1,1,1,1,1,1,0,1,1,31,945,0
4138,0,0,0,0,0,1,0,1,0,0,2,0,2,0,0,1,2,1003,432,1
4139,1,1,0,0,23,1,2,1,0,2,0,0,0,0,0,1,2,909,3776,0
4140,0,0,0,0,62,1,2,1,0,2,0,0,2,2,1,0,0,1278,5894,1
4141,0,1,0,0,34,0,1,0,0,0,2,0,2,0,0,1,2,239,3130,0
4142,0,0,0,0,66,1,0,0,2,2,0,2,0,0,1,0,1,552,4819,0
4143,1,0,0,0,24,1,2,1,0,0,0,0,0,2,0,1,2,990,3746,1
4144,1,0,0,0,20,1,2,1,2,0,2,0,2,2,0,0,3,1351,3865,0
4145,0,0,0,0,12,1,0,0,2,2,0,2,0,2,0,0,0,673,2215,0
4146,1,0,1,0,34,1,2,1,0,0,0,0,0,0,0,1,2,810,4106,1
4147,1,1,1,0,70,1,2,2,1,1,1,1,1,1,2,0,0,89,3630,0
4148,0,0,0,0,28,1,0,2,1,1,1,1,1,1,0,0,1,16,1798,0
4149,1,0,1,0,70,0,1,0,0,2,0,0,2,2,2,0,2,363,4642,1
4150,1,1,1,0,6,1,0,1,0,0,0,0,2,2,0,1,2,1072,1804,0
4151,0,1,0,0,56,0,1,0,0,2,2,0,2,2,0,1,2,458,4413,0
4152,1,0,1,0,64,1,2,0,2,0,2,2,0,2,2,0,0,829,5370,0
4153,1,0,0,0,26,1,0,2,1,1,1,1,1,1,1,0,3,35,1787,0
4154,1,0,0,0,5,1,2,1,0,0,0,0,0,0,0,1,2,804,1537,1
4155,0,1,0,0,71,1,2,1,2,2,2,2,2,2,2,1,1,1574,6514,0
4156,1,0,0,0,0,1,0,2,1,1,1,1,1,1,0,1,3,24,17,0
4157,1,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,1,309,1587,0
4158,1,0,1,1,38,1,2,2,1,1,1,1,1,1,2,0,3,96,2443,0
4159,0,1,0,0,58,1,2,1,2,2,2,0,0,0,0,1,2,1087,5601,0
4160,1,0,0,0,25,1,0,0,2,0,0,2,2,2,1,0,0,806,3638,0
4161,1,1,0,0,1,1,0,0,0,0,2,0,0,0,0,0,3,375,532,0
4162,0,0,1,1,71,0,1,0,2,2,2,2,2,2,2,0,0,641,5185,0
4163,1,0,1,0,64,1,2,0,2,2,2,0,0,0,1,0,1,663,5059,0
4164,1,0,1,1,71,1,2,1,0,2,2,2,2,2,2,0,1,1485,6434,0
4165,1,0,0,0,5,1,2,1,0,0,0,2,0,2,0,1,0,1051,1646,0
4166,1,1,0,0,31,1,0,2,1,1,1,1,1,1,1,0,1,25,1776,0
4167,0,0,1,0,49,1,2,0,0,0,2,0,2,2,1,0,0,820,4824,0
4168,1,0,1,0,60,0,1,0,2,0,2,2,2,2,2,1,3,582,4777,0
4169,0,0,0,0,14,1,0,1,0,2,2,0,2,2,0,1,2,1304,3159,1
4170,1,0,1,0,71,1,2,1,2,2,2,2,2,2,2,0,0,1547,6505,0
4171,1,0,0,0,8,1,0,2,1,1,1,1,1,1,0,1,3,8,801,1
4172,0,0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,19,12,0
4173,0,0,0,0,11,1,2,1,0,0,0,0,0,2,0,1,2,1025,2567,0
4174,0,0,0,0,36,0,1,0,0,0,0,2,0,0,0,0,1,126,2432,1
4175,1,0,1,1,60,1,0,2,1,1,1,1,1,1,1,0,3,37,2803,0
4176,1,0,1,1,17,1,0,2,1,1,1,1,1,1,1,0,0,25,1254,0
4177,1,0,0,1,20,1,0,0,0,0,0,0,0,0,0,0,3,318,2442,0
4178,1,0,1,1,67,0,1,0,2,2,2,2,0,2,2,1,3,486,4860,0
4179,1,1,0,0,11,1,2,1,0,0,0,0,0,0,0,1,1,773,2186,0
4180,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,79,120,1
4181,0,0,1,0,61,1,2,1,0,0,2,0,2,2,0,1,2,1306,5910,0
4182,0,1,0,0,28,1,2,1,0,0,0,2,2,2,0,0,2,1254,4268,1
4183,1,0,0,1,0,0,1,0,0,2,0,2,0,0,0,0,3,170,86,0
4184,1,1,1,0,4,1,2,1,0,0,2,0,0,0,0,1,0,897,1258,1
4185,0,0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,2,43,36,0
4186,1,0,0,1,61,1,2,1,0,0,2,2,2,2,2,1,2,1355,6066,0
4187,0,0,1,1,35,1,0,2,1,1,1,1,1,1,2,0,0,34,2005,0
4188,0,1,0,0,27,1,2,1,0,0,2,2,2,2,0,1,2,1341,4286,1
4189,0,0,1,1,68,1,2,0,2,2,0,2,2,0,1,0,1,780,5336,0
4190,0,0,1,0,10,1,2,1,2,0,0,2,2,0,0,1,1,1211,2797,1
4191,0,0,1,0,62,1,2,1,0,2,2,2,2,2,0,1,2,1444,6161,0
4192,1,0,0,0,22,1,0,2,1,1,1,1,1,1,1,0,0,32,1390,0
4193,1,0,0,0,9,1,0,2,1,1,1,1,1,1,0,0,1,24,864,0
4194,0,0,1,0,70,1,2,2,1,1,1,1,1,1,2,1,1,111,3534,0
4195,0,1,0,0,44,1,2,0,2,0,0,2,0,2,0,1,2,715,4394,0
4196,0,0,1,1,69,1,2,2,1,1,1,1,1,1,2,0,3,73,3489,0
4197,0,0,0,1,21,1,2,1,0,0,0,0,0,2,0,1,2,989,3549,0
4198,0,0,1,1,51,1,2,2,1,1,1,1,1,1,2,0,3,58,2847,0
4199,1,0,1,0,54,1,2,1,0,0,2,2,2,2,1,1,2,1357,5721,1
4200,0,0,0,0,64,0,1,0,2,0,2,2,2,2,2,0,1,541,4849,0
4201,0,0,1,1,71,1,0,2,1,1,1,1,1,1,2,0,0,20,3168,0
4202,1,0,1,0,9,1,0,2,1,1,1,1,1,1,1,0,0,21,812,0
4203,0,0,0,1,6,1,0,2,1,1,1,1,1,1,1,0,3,30,497,0
4204,1,1,0,0,4,1,0,1,0,2,0,0,0,2,0,1,2,1005,1396,0
4205,0,0,1,1,23,1,2,0,2,0,2,0,2,2,2,0,1,871,3577,0
4206,0,0,1,1,71,1,2,1,2,2,2,2,2,2,2,1,1,1569,6516,0
4207,1,0,0,0,20,0,1,0,2,0,0,2,2,0,0,1,3,276,2479,0
4208,1,0,1,0,68,0,1,0,0,2,2,2,2,2,1,1,1,558,5029,0
4209,1,0,1,1,43,1,0,0,0,2,0,2,0,0,0,1,0,456,4087,0
4210,0,1,1,1,60,1,2,0,0,0,2,0,2,0,1,1,2,631,4874,0
4211,1,1,0,0,23,1,2,1,0,2,2,0,2,2,0,1,1,1334,4053,1
4212,0,0,0,0,0,1,0,1,0,0,0,0,2,2,0,0,2,1104,459,1
4213,0,0,0,0,5,1,0,0,0,0,0,2,0,0,0,1,0,392,1104,1
4214,1,0,0,0,3,1,2,1,0,2,0,0,0,2,0,1,2,1093,1310,1
4215,1,0,1,0,71,1,2,1,0,2,2,2,2,2,2,1,2,1434,6409,0
4216,1,0,0,0,71,1,2,0,2,2,2,2,2,2,2,0,0,1131,6079,0
4217,1,1,1,0,13,1,2,1,0,0,0,0,0,0,0,1,2,808,2484,0
4218,1,0,0,0,6,1,2,2,1,1,1,1,1,1,0,1,0,93,681,0
4219,0,0,0,0,47,1,0,1,0,2,0,0,0,0,1,0,2,809,4771,0
4220,1,0,1,1,54,1,0,2,1,1,1,1,1,1,1,0,3,19,2507,0
4221,1,0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,1,15,9,0
4222,1,0,0,0,44,1,0,1,2,2,2,2,2,2,1,0,1,1504,5418,0
4223,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,3,720,899,0
4224,0,0,1,0,70,1,0,2,1,1,1,1,1,1,2,0,3,21,3097,0
4225,1,0,1,0,7,1,0,2,1,1,1,1,1,1,0,0,3,34,703,0
4226,0,0,1,0,2,1,2,1,0,0,0,0,0,0,0,1,2,823,1022,1
4227,1,0,1,1,68,1,0,0,2,2,0,2,2,2,2,0,0,912,5621,0
4228,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,2,684,275,1
4229,0,1,1,0,71,1,2,1,2,2,2,2,2,2,2,1,1,1553,6515,0
4230,1,0,0,0,10,1,0,1,2,0,0,0,0,0,0,1,2,776,2128,1
4231,1,0,0,0,70,1,2,0,2,2,2,2,0,2,2,0,0,911,5702,0
4232,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,3,713,295,1
4233,0,0,1,0,32,0,1,0,2,0,2,2,2,2,2,0,0,533,3723,0
4234,0,0,0,0,15,1,0,2,1,1,1,1,1,1,1,0,3,10,1212,0
4235,0,1,1,0,55,1,2,1,2,2,2,2,0,0,1,0,2,1200,5593,0
4236,0,0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,1,28,21,0
4237,1,0,0,0,4,1,0,0,0,0,2,0,2,2,0,1,2,715,1264,1
4238,1,0,1,1,56,1,0,2,1,1,1,1,1,1,1,0,3,17,2562,0
4239,1,0,1,1,55,0,1,0,0,2,2,0,0,0,1,1,1,209,3688,0
4240,1,0,0,0,7,1,2,1,0,2,2,0,2,0,0,1,2,1167,2094,1
4241,0,0,1,1,21,1,0,0,2,2,2,0,0,0,0,0,3,565,3103,1
4242,0,0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,3,24,17,0
4243,0,0,0,1,39,1,0,0,2,0,0,2,2,0,0,1,1,609,4031,0
4244,1,0,1,1,45,1,0,2,1,1,1,1,1,1,2,0,1,24,2239,0
4245,1,0,1,1,62,1,0,2,1,1,1,1,1,1,2,0,3,23,2886,0
4246,1,0,1,1,67,1,2,1,2,2,2,0,2,2,2,1,2,1472,6327,0
4247,1,0,1,1,68,1,0,1,2,2,0,2,2,2,2,1,1,1401,6277,0
4248,0,0,1,0,55,1,2,1,0,2,2,2,0,0,0,0,2,1103,5448,0
4249,0,0,1,1,9,1,0,0,0,2,2,0,0,2,1,1,3,645,1897,0
4250,1,0,0,0,62,1,2,1,2,2,2,2,2,0,1,0,1,1364,6067,0
4251,0,0,1,1,23,0,1,0,2,2,2,2,0,2,2,1,3,418,2771,0
4252,0,0,0,0,18,1,2,0,0,0,2,0,0,0,0,1,3,480,2520,0
4253,1,0,1,1,21,1,2,1,0,0,2,0,2,0,0,1,2,1067,3617,0
4254,1,0,1,0,28,1,2,1,2,2,0,0,0,0,0,1,2,983,4035,1
4255,1,0,1,0,12,1,2,0,0,0,2,0,2,2,1,1,3,812,2445,1
4256,0,0,1,0,69,1,2,2,1,1,1,1,1,1,2,1,0,112,3714,0
4257,0,0,1,0,48,1,0,1,0,2,2,0,2,2,0,0,2,1268,5412,0
4258,0,1,1,0,42,1,2,1,2,0,2,2,2,2,1,1,3,1459,5303,1
4259,0,0,0,0,2,1,0,2,1,1,1,1,1,1,0,1,3,21,247,1
4260,1,0,1,1,41,1,0,0,0,0,2,2,2,2,1,0,2,770,4404,0
4261,1,0,0,0,56,1,0,0,0,2,0,2,0,0,1,1,3,451,4437,0
4262,1,1,0,0,1,1,0,0,2,0,2,0,2,0,0,0,0,654,484,1
4263,0,0,1,0,71,1,2,1,2,2,2,2,2,2,2,1,1,1550,6498,0
4264,0,1,0,0,45,1,2,1,0,2,2,0,2,2,0,1,2,1363,5322,0
4265,1,1,1,0,65,1,2,1,0,0,0,2,2,2,0,1,1,1281,6162,1
4266,1,0,0,0,61,1,2,1,2,2,0,2,0,2,1,0,2,1318,6044,1
4267,0,0,1,0,71,1,2,0,2,2,2,2,2,2,2,1,0,1115,6080,0
4268,1,0,1,1,34,1,0,1,0,2,0,2,2,0,1,1,2,1086,4452,0
4269,1,0,1,0,16,1,2,1,2,2,2,0,0,0,0,0,1,1096,3157,1
4270,0,0,1,0,71,1,2,0,2,2,2,2,2,2,2,1,2,1138,6132,0
4271,0,0,1,1,27,1,0,2,1,1,1,1,1,1,1,0,3,27,1690,0
4272,1,0,1,0,55,1,2,2,1,1,1,1,1,1,2,1,1,95,2955,1
4273,0,0,0,0,30,1,2,1,0,0,0,2,0,0,0,1,1,896,3987,1
4274,1,0,0,0,44,1,0,2,1,1,1,1,1,1,1,0,0,6,2263,0
4275,0,0,0,0,0,1,2,2,1,1,1,1,1,1,0,1,3,107,67,0
4276,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,1,3,368,561,1
4277,0,0,0,0,5,1,0,2,1,1,1,1,1,1,0,1,3,48,543,0
4278,0,0,1,0,47,1,0,1,0,2,2,0,2,2,1,1,2,1227,5239,0
4279,1,0,1,1,24,1,2,2,1,1,1,1,1,1,0,1,0,100,1696,0
4280,1,0,1,1,63,1,0,2,1,1,1,1,1,1,2,1,0,23,2881,0
4281,1,0,0,0,49,0,1,0,2,2,0,0,0,0,0,1,3,189,3508,0
4282,0,0,1,1,51,1,2,1,0,0,2,0,2,2,1,0,0,1304,5527,0
4283,1,1,1,0,3,1,0,1,0,0,0,0,0,0,0,1,2,718,1091,0
4284,0,1,0,0,31,1,0,1,0,0,0,0,2,2,0,0,2,1111,4292,0
4285,1,0,1,1,44,1,2,0,2,2,0,2,2,0,2,0,1,783,4566,0
4286,1,0,1,0,8,1,2,1,2,0,0,0,0,2,0,1,2,1053,2140,0
4287,0,1,1,0,65,1,2,1,0,0,2,2,2,2,1,1,1,1393,6189,1
4288,1,0,0,1,2,1,2,1,0,0,2,0,0,2,0,0,2,1129,1025,1
4289,0,0,0,0,53,1,0,2,1,1,1,1,1,1,2,0,3,31,2590,0
4290,0,0,1,1,0,0,1,0,0,0,0,2,2,0,0,0,2,244,115,1
4291,0,0,1,1,63,1,2,1,2,2,0,2,2,2,2,0,0,1474,6202,0
4292,0,1,0,0,30,1,2,1,0,0,0,0,0,0,0,1,2,784,3869,1
4293,0,0,0,0,13,1,0,1,0,0,0,0,2,2,0,1,3,1088,2663,1
4294,0,0,0,0,11,1,0,1,2,0,0,0,2,0,1,1,1,997,2437,0
4295,1,1,1,0,66,1,0,0,2,2,0,2,0,0,1,1,0,561,4958,0
4296,0,0,1,1,34,1,2,0,2,0,2,2,2,0,0,0,2,757,4101,1
4297,0,0,0,0,44,1,2,0,2,0,0,2,0,2,2,0,3,777,4551,0
4298,1,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,3,325,1588,0
4299,0,1,0,0,28,1,2,0,2,2,0,0,0,0,0,1,0,515,3436,0
4300,0,0,0,0,23,1,2,2,1,1,1,1,1,1,1,0,0,84,1803,0
4301,1,0,1,1,65,1,0,2,1,1,1,1,1,1,2,1,3,24,2982,0
4302,1,0,0,0,50,1,0,1,2,0,0,0,2,0,1,0,3,1021,5036,0
4303,0,0,1,0,44,1,2,2,1,1,1,1,1,1,2,0,3,102,2651,0
4304,0,0,1,0,48,1,0,2,1,1,1,1,1,1,1,0,1,9,2337,0
4305,0,0,1,0,28,1,0,2,1,1,1,1,1,1,2,1,3,20,1644,0
4306,1,0,1,1,39,1,2,1,2,2,0,2,2,2,0,1,1,1470,5129,0
4307,0,1,0,0,36,1,2,1,0,0,0,0,2,2,0,1,2,1217,4677,1
4308,1,0,0,0,24,1,0,1,0,0,0,0,0,0,0,0,2,709,3445,0
4309,0,0,0,0,21,0,1,0,0,0,2,0,2,2,0,1,2,388,2581,0
4310,1,0,0,0,71,0,1,0,2,2,2,2,2,2,2,1,0,639,5184,0
4311,0,0,0,0,6,0,1,0,0,2,0,0,0,2,0,1,1,244,1116,1
4312,1,0,1,1,32,1,0,0,0,2,2,2,2,2,2,0,1,941,4120,0
4313,0,0,0,0,22,1,0,1,0,2,0,2,0,0,0,1,3,881,3510,0
4314,1,1,0,0,23,1,2,1,0,2,0,0,2,2,0,1,2,1304,4017,1
4315,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,2,890,386,1
4316,1,0,0,0,68,1,2,0,2,2,2,2,2,2,2,0,3,1105,5963,0
4317,0,0,0,1,2,1,0,2,1,1,1,1,1,1,1,1,1,40,236,0
4318,1,0,0,0,55,1,0,0,0,2,0,2,2,2,1,1,0,821,5041,0
4319,1,0,0,0,64,1,2,1,2,0,2,2,2,2,1,1,1,1468,6247,0
4320,1,0,1,0,70,1,0,2,1,1,1,1,1,1,1,0,2,46,3255,0
4321,0,1,0,0,13,1,2,1,0,0,2,0,0,0,0,1,0,906,2556,0
4322,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,717,585,0
4323,0,0,0,0,31,1,2,1,0,0,0,0,2,0,1,0,2,975,4226,1
4324,1,0,0,0,39,1,0,0,2,0,2,0,0,2,0,0,2,667,4202,0
4325,1,0,0,0,0,1,0,2,1,1,1,1,1,1,0,0,1,44,37,0
4326,1,0,0,0,0,1,0,1,0,0,0,0,2,2,0,1,2,1074,446,1
4327,0,0,0,0,6,1,0,1,0,0,0,0,0,0,0,1,3,712,1598,0
4328,0,0,1,0,14,1,2,0,0,0,0,0,0,0,0,1,2,398,1989,0
4329,0,0,1,1,16,1,2,1,2,0,2,0,2,0,0,0,2,1175,3320,1
4330,1,0,0,0,18,1,0,1,0,2,2,0,0,0,0,1,2,864,3188,1
4331,1,0,0,0,70,1,2,2,1,1,1,1,1,1,2,0,0,103,3627,0
4332,0,0,1,1,53,1,2,0,2,0,0,2,0,0,2,0,0,542,4520,0
4333,1,0,1,0,30,1,2,1,2,2,0,2,0,0,0,1,1,1103,4308,0
4334,0,0,0,0,10,1,0,1,2,0,0,0,0,0,0,0,2,834,2211,0
4335,0,1,0,0,17,1,0,1,0,0,2,0,0,2,0,1,2,993,3143,0
4336,0,1,0,0,71,1,2,1,2,2,0,2,2,2,2,1,0,1470,6394,0
4337,0,1,0,0,70,1,2,1,0,2,0,0,2,2,0,1,1,1273,6185,0
4338,1,1,0,0,4,0,1,0,0,0,2,2,2,0,0,0,1,313,879,0
4339,1,0,1,0,37,1,2,0,0,0,2,2,0,2,1,0,1,694,4169,0
